,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_score,std_test_score,mean_train_score,std_train_score,combination,rank_test_score,repetition,binary,ngram_range,tokens,n_estimators,ccp_alpha,criterion,loss
536,2.5872413396835325,0.028698180318803175,0.016217875480651855,0.0013962485328852395,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,1400,80,0.004,friedman_mse,deviance
242,2.645838236808777,0.023517333744265175,0.012631726264953614,0.00037727235798335835,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1400,80,0.004,friedman_mse,deviance
160,4.16248722076416,0.057447559608398854,0.013757944107055664,0.0003739721840559685,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,400,200,0.004,friedman_mse,deviance
1041,2.2332118272781374,0.05234900662392555,0.013076114654541015,0.0004201197155990859,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,400,100,0.004,friedman_mse,deviance
1167,3.605017304420471,0.050348379398566116,0.012749767303466797,0.0003103427561313124,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1600,100,0.004,friedman_mse,deviance
1083,2.7562077760696413,0.04664410535908893,0.012981271743774414,0.00037058077356681213,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,800,100,0.004,friedman_mse,deviance
1460,2.9425899267196653,0.05379600460159961,0.017324137687683105,0.0005663467118544354,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1600,80,0.004,friedman_mse,deviance
1082,2.2355497598648073,0.035039623940301516,0.012939214706420898,0.00036328664363954454,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,800,80,0.004,friedman_mse,deviance
1461,3.608799934387207,0.03671025114598629,0.016988539695739747,0.0004893440763622534,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1600,100,0.004,friedman_mse,deviance
1462,7.066806674003601,0.05328484625285023,0.018006491661071777,0.0007758147528216772,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1600,200,0.004,friedman_mse,deviance
1042,4.384113597869873,0.1099949605803831,0.013922429084777832,0.000547107955255061,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,400,200,0.004,friedman_mse,deviance
496,4.718433666229248,0.05441892138556852,0.017501235008239746,0.0003654826835976157,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,800,200,0.004,friedman_mse,deviance
159,2.1316538572311403,0.024327753262841846,0.012919807434082031,0.0002962547128802309,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,400,100,0.004,friedman_mse,deviance
1334,1.774595046043396,0.020092211528176807,0.01730802059173584,0.00045405177409473923,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,400,80,0.004,friedman_mse,deviance
1335,2.1914190292358398,0.06572768860477769,0.01740608215332031,0.0004533714840572404,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,400,100,0.004,friedman_mse,deviance
1336,4.2221673965454105,0.07170933920642243,0.01812887191772461,0.0005378915905034784,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,400,200,0.004,friedman_mse,deviance
1084,5.374425959587097,0.07695527115794949,0.013181471824645996,0.0010116648465300926,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,800,200,0.004,friedman_mse,deviance
158,1.7255615234375,0.01780465209573294,0.012768793106079101,0.0004127348964855647,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,400,80,0.004,friedman_mse,deviance
1168,7.139491701126099,0.05207422256711272,0.014044952392578126,0.00044920856698576876,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1600,200,0.004,friedman_mse,deviance
286,6.87437801361084,0.06269332678071424,0.01376805305480957,0.00047916685098203305,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1600,200,0.004,friedman_mse,deviance
1124,2.7666502237319945,0.03509392755165827,0.012772107124328613,0.00038842779175172495,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1400,80,0.004,friedman_mse,deviance
1125,3.422415590286255,0.023910582891203312,0.012918472290039062,0.00023245344401827034,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1400,100,0.004,friedman_mse,deviance
1126,6.868692684173584,0.07542683634767679,0.01349799633026123,0.0018148299180536702,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1400,200,0.004,friedman_mse,deviance
116,1.4436481237411498,0.04349302384698443,0.012389850616455079,0.0016621177665662107,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,200,80,0.004,friedman_mse,deviance
243,3.297965955734253,0.035862167435783694,0.012930655479431152,0.0002215649254605177,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1400,100,0.004,friedman_mse,deviance
202,5.136066794395447,0.07956826918545576,0.0138671875,0.00013797746035542686,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,800,200,0.004,friedman_mse,deviance
201,2.618178868293762,0.023293017854565893,0.012901806831359863,0.0002873358844925964,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,800,100,0.004,friedman_mse,deviance
200,2.123290205001831,0.03245009173148919,0.012805509567260741,0.0005292616957290542,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,800,80,0.004,friedman_mse,deviance
244,6.545968317985535,0.09840688350923626,0.01388411521911621,0.00032482848955034583,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1400,200,0.004,friedman_mse,deviance
453,2.092480754852295,0.03392244294998972,0.016908788681030275,0.0010418040613972496,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,400,100,0.004,friedman_mse,deviance
454,4.003169226646423,0.05545740977167885,0.01820220947265625,0.00044506589507331903,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,400,200,0.004,friedman_mse,deviance
1000,3.7340235710144043,0.056843839046651,0.014058232307434082,0.000586982844892678,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,200,200,0.004,friedman_mse,deviance
117,1.7859012842178346,0.0405743975810022,0.012956953048706055,0.00033100707055780615,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,200,100,0.004,friedman_mse,deviance
999,1.8996987342834473,0.032246056736282114,0.013121461868286133,0.0003305097999973873,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,200,100,0.004,friedman_mse,deviance
1166,2.91991331577301,0.04117629072365568,0.012845015525817871,0.00037468846927594127,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram,1600,80,0.004,friedman_mse,deviance
494,1.9968080043792724,0.023735798723167813,0.017225003242492674,0.0004346322888798269,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,800,80,0.004,friedman_mse,deviance
118,3.512974762916565,0.06577135324927023,0.013304495811462402,0.0018187838571907776,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,200,200,0.004,friedman_mse,deviance
1419,3.330661749839783,0.049709146158713795,0.017232990264892577,0.00037545661254420474,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1400,100,0.004,friedman_mse,deviance
1420,6.496320223808288,0.07935562810336465,0.017944860458374023,0.0006551325117025583,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1400,200,0.004,friedman_mse,deviance
1418,2.7000022172927856,0.04986261094722534,0.0171250581741333,0.0005599515219594917,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,1400,80,0.004,friedman_mse,deviance
578,2.816243839263916,0.030425342623528348,0.017221713066101076,0.00045367084438130894,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,1600,80,0.004,friedman_mse,deviance
495,2.4503506422042847,0.033451784556449905,0.01691458225250244,0.00037933548973320897,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,800,100,0.004,friedman_mse,deviance
285,3.4738152742385866,0.07520661461757497,0.012903380393981933,0.0002825490332535004,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1600,100,0.004,friedman_mse,deviance
284,2.80750949382782,0.02817891781530406,0.012797927856445313,0.00027475459258509443,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram,1600,80,0.004,friedman_mse,deviance
452,1.6898552179336548,0.0379044338607202,0.01713981628417969,0.00041241798804161786,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,400,80,0.004,friedman_mse,deviance
1377,2.5970779418945313,0.08275534280447033,0.022774410247802735,0.006953066222152626,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,800,100,0.004,friedman_mse,deviance
1378,5.026879334449768,0.09015270661539189,0.017515039443969725,0.0013862209748617463,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,800,200,0.004,friedman_mse,deviance
1376,2.098875570297241,0.036487240707461926,0.017016124725341798,0.00048087114580700065,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,False,unigram_bigram,800,80,0.004,friedman_mse,deviance
580,6.732557034492492,0.08127355862434073,0.0180988073348999,0.0007271489814272268,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,1600,200,0.004,friedman_mse,deviance
579,3.4496691465377807,0.027861179568610894,0.016974687576293945,0.00043128264254608514,0.676510067114094,0.04647863004880748,0.695973154362416,0.014805907800286537,bow,578,1,True,unigram_bigram,1600,100,0.004,friedman_mse,deviance
450,0.5375231027603149,0.019839936195688357,0.016936278343200682,0.00045265035860148105,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram_bigram,400,20,0.004,friedman_mse,deviance
451,0.9319415330886841,0.02410933903841792,0.016972827911376952,0.00042490415491515756,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram_bigram,400,40,0.004,friedman_mse,deviance
240,0.7234217643737793,0.0068813006084088415,0.012537264823913574,0.0004009950231131687,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram,1400,20,0.004,friedman_mse,deviance
241,1.365249800682068,0.021110833421494703,0.012643694877624512,0.00030212278261224903,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram,1400,40,0.004,friedman_mse,deviance
1375,1.1558577060699462,0.08186626961133923,0.01623110771179199,0.0020412435154670955,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram_bigram,800,40,0.004,friedman_mse,deviance
1374,0.6504992723464966,0.018746253271412768,0.016863393783569335,0.00031643646023667594,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram_bigram,800,20,0.004,friedman_mse,deviance
282,0.7750498056411743,0.013156246431601711,0.012686753273010254,0.00023420289053199526,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram,1600,20,0.004,friedman_mse,deviance
283,1.4484864711761474,0.014911108293123154,0.012818193435668946,0.00045159777094864995,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram,1600,40,0.004,friedman_mse,deviance
1416,0.7860451698303222,0.011401583678556445,0.01661362648010254,0.00026833426305194043,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram_bigram,1400,20,0.004,friedman_mse,deviance
1081,1.149602437019348,0.01743110532434275,0.01268305778503418,0.00033417505684084885,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram,800,40,0.004,friedman_mse,deviance
1417,1.4262908697128296,0.021978607990931775,0.016869497299194337,0.00034750644033844364,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram_bigram,1400,40,0.004,friedman_mse,deviance
114,0.4294823169708252,0.021907217096854146,0.012549877166748047,0.00021889170664395177,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram,200,20,0.004,friedman_mse,deviance
115,0.7828346490859985,0.02108748454286355,0.01284353733062744,0.0004951546028441806,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram,200,40,0.004,friedman_mse,deviance
1080,0.6215183973312378,0.0059710661335673565,0.0126753568649292,0.00021002484796090758,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram,800,20,0.004,friedman_mse,deviance
1458,0.8460294723510742,0.014506111321195943,0.016742515563964843,0.0003928676191501696,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram_bigram,1600,20,0.004,friedman_mse,deviance
997,0.7912164926528931,0.04470578196355071,0.012903618812561034,0.0004007243281977404,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram,200,40,0.004,friedman_mse,deviance
576,0.8245854139328003,0.027994106980169915,0.016739392280578615,0.00044304069769573876,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram_bigram,1600,20,0.004,friedman_mse,deviance
534,0.7599765300750733,0.010271731679246082,0.01656630039215088,0.0005638506492389742,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram_bigram,1400,20,0.004,friedman_mse,deviance
535,1.37524516582489,0.017145339520212837,0.016644549369812012,0.0003898378395753895,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram_bigram,1400,40,0.004,friedman_mse,deviance
1122,0.751977801322937,0.011387884354264044,0.012341856956481934,0.0002749793888778554,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram,1400,20,0.004,friedman_mse,deviance
1123,1.4224846363067627,0.01185633138829054,0.012520956993103027,0.0003491998359764894,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram,1400,40,0.004,friedman_mse,deviance
156,0.4986929416656494,0.021508663226815227,0.012477755546569824,0.0003302778464688948,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram,400,20,0.004,friedman_mse,deviance
1164,0.7811409711837769,0.007091876618353371,0.012346625328063965,0.00031209119956043487,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram,1600,20,0.004,friedman_mse,deviance
996,0.4398133993148804,0.007442185397353012,0.012551999092102051,0.00028149193129140064,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram,200,20,0.004,friedman_mse,deviance
1333,0.9668244600296021,0.007757958621529051,0.0167252779006958,0.0004372805183012141,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram_bigram,400,40,0.004,friedman_mse,deviance
1332,0.5697551250457764,0.00943733552308281,0.016979193687438963,0.0003534649546947974,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram_bigram,400,20,0.004,friedman_mse,deviance
1165,1.4842862844467164,0.02263139251140216,0.01242671012878418,0.0003186709756314024,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram,1600,40,0.004,friedman_mse,deviance
199,1.0928935289382935,0.011604968062055217,0.012650775909423827,0.0003216362210176293,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram,800,40,0.004,friedman_mse,deviance
492,0.6042471170425415,0.014088090809333122,0.016645979881286622,0.0004266134176014421,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram_bigram,800,20,0.004,friedman_mse,deviance
1038,0.5139198780059815,0.011228043941647559,0.012745308876037597,0.0005514196940461479,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,False,unigram,400,20,0.004,friedman_mse,deviance
1459,1.5465999364852905,0.03162876297566654,0.016744494438171387,0.00036764074160363096,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram_bigram,1600,40,0.004,friedman_mse,deviance
493,1.0918893098831177,0.024298688365218542,0.01703367233276367,0.0005900632218103584,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram_bigram,800,40,0.004,friedman_mse,deviance
1039,0.9477094650268555,0.010189930173599053,0.012847828865051269,0.0004400068206277899,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,False,unigram,400,40,0.004,friedman_mse,deviance
577,1.4780239582061767,0.029440072279035452,0.016632461547851564,0.0004240237825175091,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram_bigram,1600,40,0.004,friedman_mse,deviance
198,0.5767088890075683,0.02594811316675431,0.012447214126586914,0.00030835467064913095,0.6758389261744966,0.04591800935059685,0.6958240119313944,0.014927101094218327,bow,632,1,True,unigram,800,20,0.004,friedman_mse,deviance
157,0.9121505737304687,0.020972615003987588,0.012894773483276367,0.00026768913962529396,0.6758389261744966,0.04591800935059685,0.6958985831469052,0.014771125398789862,bow,632,1,True,unigram,400,40,0.004,friedman_mse,deviance
10,0.602761173248291,0.007913488845180757,0.012612056732177735,0.0002842515210669906,0.6738255033557048,0.049971840185198076,0.6805369127516778,0.003848915108296484,bow,668,1,True,unigram,20,40,0.001,friedman_mse,deviance
12,1.37879536151886,0.023506813940667073,0.012952065467834473,0.00029544326718368327,0.6738255033557048,0.049971840185198076,0.6805369127516778,0.003848915108296484,bow,668,1,True,unigram,20,100,0.001,friedman_mse,deviance
11,1.1013309001922607,0.025535761748486506,0.012693047523498535,0.0008258796746512029,0.6738255033557048,0.049971840185198076,0.6805369127516778,0.003848915108296484,bow,668,1,True,unigram,20,80,0.001,friedman_mse,deviance
13,2.715105652809143,0.07960875965339359,0.014171838760375977,0.0003456358178741524,0.6738255033557048,0.049971840185198076,0.680462341536167,0.0038496374344937586,bow,668,1,True,unigram,20,200,0.001,friedman_mse,deviance
64,0.14778513908386232,0.0020289273457600866,0.0122755765914917,0.0011093042393338247,0.6738255033557047,0.04289005451992071,0.6889634601043998,0.011975357113138626,bow,672,1,True,unigram,80,5,0.003,friedman_mse,deviance
885,0.6701785087585449,0.018031794705771934,0.012689208984375,0.0014177373043133008,0.6738255033557046,0.052862734677893194,0.7013422818791947,0.005296656482350418,bow,673,1,False,unigram,20,40,0.0,friedman_mse,deviance
1079,0.20626955032348632,0.002926698155866936,0.012534022331237793,0.00029601512049444044,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram,800,5,0.004,friedman_mse,deviance
1415,0.3065450429916382,0.006929059721969794,0.016521525382995606,0.00045809461941280917,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram_bigram,1400,5,0.004,friedman_mse,deviance
281,0.24152984619140624,0.006761010464482724,0.012559294700622559,0.000324038641378361,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram,1600,5,0.004,friedman_mse,deviance
197,0.19647345542907715,0.0034352665882689004,0.012313365936279297,0.0003058723977729032,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram,800,5,0.004,friedman_mse,deviance
575,0.3097131967544556,0.007100054324130838,0.01649918556213379,0.0003896581295811356,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram_bigram,1600,5,0.004,friedman_mse,deviance
995,0.16258347034454346,0.005733307825602049,0.012559223175048827,0.00041830025425421466,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram,200,5,0.004,friedman_mse,deviance
491,0.2653823375701904,0.003504357360696442,0.01667320728302002,0.0005017046442797304,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram_bigram,800,5,0.004,friedman_mse,deviance
884,0.36294031143188477,0.012064438771115488,0.01246175765991211,0.0003774138274002825,0.6731543624161074,0.05224994932658234,0.6933631618195376,0.005077418204488958,bow,674,1,False,unigram,20,20,0.0,friedman_mse,deviance
1457,0.31828927993774414,0.004748607707639634,0.01650192737579346,0.0006566985299011595,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram_bigram,1600,5,0.004,friedman_mse,deviance
1037,0.17126245498657228,0.0149716765759238,0.012439274787902832,0.00039536111892074814,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram,400,5,0.004,friedman_mse,deviance
449,0.24740920066833497,0.004534120569029801,0.01682744026184082,0.0003291392308998303,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram_bigram,400,5,0.004,friedman_mse,deviance
1373,0.2736402988433838,0.011101859901435258,0.01663317680358887,0.0004553181572005204,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram_bigram,800,5,0.004,friedman_mse,deviance
1121,0.23465371131896973,0.00864338546122363,0.01220405101776123,0.00037645246108847913,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram,1400,5,0.004,friedman_mse,deviance
239,0.23153698444366455,0.0031101986057502358,0.01225285530090332,0.000245903789798006,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram,1400,5,0.004,friedman_mse,deviance
1331,0.2496018886566162,0.014501510888199011,0.01649463176727295,0.0006806774711020685,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram_bigram,400,5,0.004,friedman_mse,deviance
155,0.17571401596069336,0.004958572982558675,0.012550997734069824,0.00041870482820974156,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram,400,5,0.004,friedman_mse,deviance
533,0.2995981454849243,0.0037702804913267002,0.01652572154998779,0.0005107797470181487,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram_bigram,1400,5,0.004,friedman_mse,deviance
113,0.1552593231201172,0.00514388387951811,0.012340950965881347,0.0002794803774677494,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,True,unigram,200,5,0.004,friedman_mse,deviance
1163,0.24411447048187257,0.00758277360650424,0.012204933166503906,0.00023275480654649577,0.6731543624161074,0.047176004753798594,0.6960477255779269,0.012839249087144471,bow,674,1,False,unigram,1600,5,0.004,friedman_mse,deviance
9,0.3338956117630005,0.013246864457442453,0.012664580345153808,0.0004115166620835882,0.6724832214765101,0.05056324349486541,0.6799403430275912,0.0034464489211905487,bow,693,1,True,unigram,20,20,0.001,friedman_mse,deviance
3,0.5646379470825196,0.046294557998677884,0.01320476531982422,0.0018323802117611106,0.6718120805369128,0.05245643766354129,0.6929903057419835,0.0043743502986017665,bow,694,1,True,unigram,20,40,0.0,friedman_mse,deviance
1240,0.22679903507232665,0.005539337613954621,0.016753482818603515,0.0006018623499518126,0.6718120805369128,0.04217521434460398,0.6882923191648025,0.009853564002481103,bow,694,1,False,unigram_bigram,80,5,0.003,friedman_mse,deviance
886,1.278087282180786,0.027511150145206147,0.014824724197387696,0.0005983672754403879,0.6711409395973156,0.049591820676271596,0.7048471290082028,0.005142711304867021,bow,696,1,False,unigram,20,80,0.0,friedman_mse,deviance
902,2.634848117828369,0.06870361694702505,0.013843512535095215,0.0004138019735150556,0.6711409395973154,0.05276038659606321,0.6773303504847129,0.004399701715137958,bow,697,1,False,unigram,20,200,0.002,friedman_mse,deviance
900,1.1190731287002564,0.03604716459324162,0.012452912330627442,0.001485352294395983,0.6711409395973154,0.05276038659606321,0.6773303504847129,0.004399701715137958,bow,697,1,False,unigram,20,80,0.002,friedman_mse,deviance
899,0.604367995262146,0.008524943806497246,0.012694668769836426,0.0003050289517950282,0.6711409395973154,0.05276038659606321,0.6773303504847129,0.004399701715137958,bow,697,1,False,unigram,20,40,0.002,friedman_mse,deviance
898,0.34429225921630857,0.012832903343370844,0.012856006622314453,0.0005009593973281538,0.6711409395973154,0.05276038659606321,0.6778523489932885,0.004633027462195099,bow,697,1,False,unigram,20,20,0.002,friedman_mse,deviance
901,1.3735491752624511,0.04633535251999295,0.01283712387084961,0.0005397506687545711,0.6711409395973154,0.05276038659606321,0.6773303504847129,0.004399701715137958,bow,697,1,False,unigram,20,100,0.002,friedman_mse,deviance
2,0.23591647148132325,0.0231842856680648,0.007869434356689454,0.0015948331399492015,0.6704697986577182,0.05017423809816288,0.6878448918717375,0.0034367542496056467,bow,702,1,True,unigram,20,20,0.0,friedman_mse,deviance
358,0.224249005317688,0.005280076872786349,0.016810894012451172,0.0006083358601650522,0.670469798657718,0.041853588799111066,0.6851603281133483,0.012193248880518827,bow,703,1,True,unigram_bigram,80,5,0.003,friedman_mse,deviance
946,0.1471503496170044,0.0024914066612420293,0.012386798858642578,0.0003131097743961339,0.670469798657718,0.04249440568664895,0.6865771812080537,0.01101560987753323,bow,703,1,False,unigram,80,5,0.003,friedman_mse,deviance
887,1.5958119630813599,0.03984984487845235,0.016047453880310057,0.00041650498106801626,0.6697986577181209,0.04984548893322723,0.7062639821029083,0.005192748801954857,bow,705,1,False,unigram,20,100,0.0,friedman_mse,deviance
888,3.074334740638733,0.08702582476501822,0.01961700916290283,0.0009387740077665787,0.6697986577181209,0.05179538625926104,0.7080536912751678,0.005027338938309676,bow,705,1,False,unigram,20,200,0.0,friedman_mse,deviance
4,1.2215006351470947,0.07373590187754712,0.014983272552490235,0.0003228432520668272,0.6697986577181207,0.05135872877774227,0.6956748695003728,0.004184634704428998,bow,707,1,True,unigram,20,80,0.0,friedman_mse,deviance
5,1.4896612167358398,0.036671056318221706,0.015970706939697266,0.00034148485926424767,0.6691275167785234,0.049140167806672436,0.6961968680089485,0.00411427717349254,bow,708,1,True,unigram,20,100,0.0,friedman_mse,deviance
407,0.23454692363739013,0.005214866356762248,0.016671061515808105,0.00024899001488346516,0.6684563758389261,0.048135358596083526,0.6933631618195377,0.011799230727110204,bow,709,1,True,unigram_bigram,200,5,0.004,friedman_mse,deviance
