,adjusted_rand,homogeneity,completeness,v_measure,vec_name,fs_name,clust_name,repetition,n_clusters,noise
0,0.019464810173946502,0.2860106602202818,0.18344017504060003,0.2235200861667651,bow-binary,chi_k-200,dbscan-01-5-cosine,1,26.0,1198.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-binary,chi_k-200,dbscan-1-10-cosine,1,1.0,0.0
0,0.008309179986935087,0.11207392273049005,0.010863996978303689,0.019807895900219828,bow-binary,chi_k-200,dbscan-09-10-cosine,1,1.0,58.0
0,0.008309179986935087,0.11207392273049005,0.010863996978303689,0.019807895900219828,bow-binary,chi_k-200,dbscan-07-10-cosine,1,1.0,58.0
0,0.035526607862230074,0.24153327277670422,0.05425573584815594,0.08860752133581518,bow-binary,chi_k-200,dbscan-05-10-cosine,1,2.0,138.0
0,0.04213096870291935,0.1302946315655799,0.06078337472988871,0.08289543699233423,bow-binary,chi_k-200,dbscan-03-10-cosine,1,3.0,693.0
0,0.010216384165076895,0.3297303965805012,0.1268257160050126,0.18319015990441342,bow-binary,chi_k-200,dbscan-01-10-cosine,1,10.0,1302.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-binary,chi_k-200,dbscan-1-20-cosine,1,1.0,0.0
0,0.008309179986935087,0.11207392273049005,0.010863996978303689,0.019807895900219828,bow-binary,chi_k-200,dbscan-09-20-cosine,1,1.0,58.0
0,0.008795356798863188,0.1132866810087464,0.011124800180733177,0.020260054414774315,bow-binary,chi_k-200,dbscan-07-20-cosine,1,1.0,59.0
0,0.03908883791163369,0.19474818753803358,0.05680537663831431,0.08795537585761809,bow-binary,chi_k-200,dbscan-05-20-cosine,1,2.0,224.0
0,0.0698099007306473,0.235996791295748,0.12247591514044982,0.16126149893813962,bow-binary,chi_k-200,dbscan-03-20-cosine,1,3.0,876.0
0,0.011951772241682226,0.3723555222679986,0.08348015158531089,0.13638377698610413,bow-binary,chi_k-200,dbscan-01-20-cosine,1,4.0,1373.0
0,0.10812985228471773,0.22264599308748778,0.08764782996480218,0.12578038423399826,bow-binary,chi_k-100,kmeans-2-cousine,1,2.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-binary,chi_k-100,dbscan-1-5-cosine,1,1.0,0.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-09-5-cosine,1,1.0,121.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-07-5-cosine,1,1.0,121.0
0,0.030840749489870863,0.21292397989668904,0.048019715161225884,0.07836593916066312,bow-binary,chi_k-100,dbscan-05-5-cosine,1,2.0,139.0
0,0.044135812391763216,0.19301666832235095,0.07903452235779976,0.11214786562640759,bow-binary,chi_k-100,dbscan-03-5-cosine,1,7.0,254.0
0,0.018828740012902932,0.255620657038837,0.24827517871418447,0.2518943789821703,bow-binary,chi_k-100,dbscan-01-5-cosine,1,38.0,1036.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-binary,chi_k-100,dbscan-1-10-cosine,1,1.0,0.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-09-10-cosine,1,1.0,121.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-07-10-cosine,1,1.0,121.0
0,0.03193978648220501,0.21433927001588227,0.04872041211595758,0.0793941320325449,bow-binary,chi_k-100,dbscan-05-10-cosine,1,2.0,141.0
0,0.043359105555390756,0.15481902269075423,0.059420442660780365,0.08587974064908317,bow-binary,chi_k-100,dbscan-03-10-cosine,1,3.0,343.0
0,0.015126233984622815,0.2799276646921817,0.17572108247463064,0.215908383640513,bow-binary,chi_k-100,dbscan-01-10-cosine,1,16.0,1178.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-binary,chi_k-100,dbscan-1-20-cosine,1,1.0,0.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-09-20-cosine,1,1.0,121.0
0,0.013535869339450625,0.10992335020433096,0.018246024740287345,0.031297089000085015,bow-binary,chi_k-100,dbscan-07-20-cosine,1,1.0,121.0
0,0.03481540340989149,0.20989414133096673,0.05113368367540411,0.08223384329142892,bow-binary,chi_k-100,dbscan-05-20-cosine,1,2.0,160.0
0,0.042160005704106523,0.12574990770636843,0.05146286506289375,0.07303593788231345,bow-binary,chi_k-100,dbscan-03-20-cosine,1,2.0,475.0
0,0.01475691251771565,0.3266512866144189,0.10080128116571997,0.15406092122062173,bow-binary,chi_k-100,dbscan-01-20-cosine,1,5.0,1324.0
0,0.11530435061484894,0.2215705929973622,0.08884819536712246,0.12683605549754234,bow-non_binary,chi_k-all,kmeans-2-cousine,1,2.0,0.0
0,0.166538725234659,0.29537687138851126,0.1791835960475807,0.2230556215127832,bow-non_binary,chi_k-all,kmeans-3-cousine,1,3.0,0.0
0,0.18222460216959227,0.29553629274514936,0.22581196560245134,0.2560117161728341,bow-non_binary,chi_k-all,kmeans-4-cousine,1,4.0,0.0
0,0.3366491068193807,0.38545847386763266,0.35205128730139607,0.3679982532332355,bow-non_binary,chi_k-all,kmeans-5-cousine,1,5.0,0.0
0,0.2652651469265961,0.33257243291485805,0.3421629357004437,0.33729952592441015,bow-non_binary,chi_k-all,kmeans-6-cousine,1,6.0,0.0
0,0.25217814893311863,0.2851380127610089,0.3163871795353659,0.29995090078064707,bow-non_binary,chi_k-all,kmeans-7-cousine,1,7.0,0.0
0,0.23628458170314812,0.2792104307653384,0.3319495430519866,0.3033044665179775,bow-non_binary,chi_k-all,kmeans-8-cousine,1,8.0,0.0
0,0.25730590679385607,0.29020768672194935,0.3709706793460012,0.32565657988757835,bow-non_binary,chi_k-all,kmeans-9-cousine,1,9.0,0.0
0,0.24918483396372815,0.28186124785168054,0.36556686322429427,0.31830292963455437,bow-non_binary,chi_k-all,kmeans-10-cousine,1,10.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-1-5-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-09-5-cosine,1,1.0,0.0
0,0.030979063328341782,0.17370796096860686,0.046964256364231106,0.07393830822964692,bow-non_binary,chi_k-all,dbscan-07-5-cosine,1,2.0,194.0
0,0.053757762037186844,0.3283411311061075,0.23700423470307114,0.27529451271953925,bow-non_binary,chi_k-all,dbscan-05-5-cosine,1,18.0,1057.0
0,0.015608552129341202,0.3246890952100907,0.14931495969075198,0.2045591748090138,bow-non_binary,chi_k-all,dbscan-03-5-cosine,1,15.0,1267.0
0,0.009597915163719155,0.33251171253454664,0.10875683782549746,0.16390437236323194,bow-non_binary,chi_k-all,dbscan-01-5-cosine,1,11.0,1336.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-1-10-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-09-10-cosine,1,1.0,0.0
0,0.03989053006248839,0.1721580376506007,0.05440564982482068,0.08268200447578766,bow-non_binary,chi_k-all,dbscan-07-10-cosine,1,2.0,262.0
0,0.043049450319957355,0.3699814939958923,0.20188616975009735,0.26122878223947543,bow-non_binary,chi_k-all,dbscan-05-10-cosine,1,9.0,1163.0
0,0.010680214762034668,0.36907991634666737,0.11148434433724508,0.17124299848430619,bow-non_binary,chi_k-all,dbscan-03-10-cosine,1,6.0,1332.0
0,0.007798852333078902,0.34900156803940763,0.0936639065453881,0.14769098621796944,bow-non_binary,chi_k-all,dbscan-01-10-cosine,1,7.0,1359.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-1-20-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-all,dbscan-09-20-cosine,1,1.0,0.0
0,0.0639705559261142,0.18443295892421538,0.07209907261187788,0.10367083765622918,bow-non_binary,chi_k-all,dbscan-07-20-cosine,1,2.0,419.0
0,0.029947630598367636,0.41813216066428815,0.12664731513900693,0.1944100975658807,bow-non_binary,chi_k-all,dbscan-05-20-cosine,1,4.0,1296.0
0,0.013983288707527162,0.3954829701917658,0.0941862995445159,0.15213973919701976,bow-non_binary,chi_k-all,dbscan-03-20-cosine,1,4.0,1362.0
0,0.009729707778658588,0.39844131836068397,0.0665379635087214,0.1140329254880482,bow-non_binary,chi_k-all,dbscan-01-20-cosine,1,3.0,1403.0
0,0.11521404088403266,0.3937211374576717,0.12827279042307158,0.19350305148292662,bow-non_binary,chi_k-1600,kmeans-2-cousine,1,2.0,0.0
0,0.1052088846452513,0.29372200247441155,0.1672572030253022,0.2131424585523586,bow-non_binary,chi_k-1600,kmeans-3-cousine,1,3.0,0.0
0,0.20168411492888946,0.3191338220361387,0.24519330777371123,0.2773195663085484,bow-non_binary,chi_k-1600,kmeans-4-cousine,1,4.0,0.0
0,0.18021518251353555,0.27571514049820606,0.24649934204059287,0.2602899881023041,bow-non_binary,chi_k-1600,kmeans-5-cousine,1,5.0,0.0
0,0.1903958901610389,0.2418563429481024,0.24439129557899764,0.2431172115349651,bow-non_binary,chi_k-1600,kmeans-6-cousine,1,6.0,0.0
0,0.2734489072969013,0.29755512331559136,0.3360593129978738,0.3156372853568147,bow-non_binary,chi_k-1600,kmeans-7-cousine,1,7.0,0.0
0,0.2586248849303613,0.2877130499141341,0.34285712489375303,0.31287388154070694,bow-non_binary,chi_k-1600,kmeans-8-cousine,1,8.0,0.0
0,0.2134586275697769,0.23319978625540075,0.2952283588392688,0.26057351720172306,bow-non_binary,chi_k-1600,kmeans-9-cousine,1,9.0,0.0
0,0.23955560307915516,0.2672092996647893,0.35285261013893426,0.3041164030538918,bow-non_binary,chi_k-1600,kmeans-10-cousine,1,10.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-1-5-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-09-5-cosine,1,1.0,0.0
0,0.026489612525583912,0.20459314832119505,0.0465050688171666,0.0757840382192371,bow-non_binary,chi_k-1600,dbscan-07-5-cosine,1,2.0,141.0
0,0.08797361085304639,0.35903473531476693,0.24708071209480031,0.29271835406101054,bow-non_binary,chi_k-1600,dbscan-05-5-cosine,1,14.0,1009.0
0,0.028359918689126018,0.36481607894335283,0.16713969280452498,0.22924931207868443,bow-non_binary,chi_k-1600,dbscan-03-5-cosine,1,14.0,1240.0
0,0.009717417701197458,0.3329833016733107,0.10944307948679907,0.16474025738361506,bow-non_binary,chi_k-1600,dbscan-01-5-cosine,1,11.0,1335.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-1-10-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-09-10-cosine,1,1.0,0.0
0,0.03585975624849815,0.1941491409392892,0.05377358479497002,0.08422055914599674,bow-non_binary,chi_k-1600,dbscan-07-10-cosine,1,2.0,203.0
0,0.06036659060956755,0.37980165506353236,0.21481636855907088,0.2744202465186475,bow-non_binary,chi_k-1600,dbscan-05-10-cosine,1,9.0,1123.0
0,0.022298484086179588,0.41040764077723557,0.1300323675575406,0.19749195607631914,bow-non_binary,chi_k-1600,dbscan-03-10-cosine,1,6.0,1300.0
0,0.007894386098196548,0.34942158305335624,0.0943372469636584,0.1485647966652204,bow-non_binary,chi_k-1600,dbscan-01-10-cosine,1,7.0,1358.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-1-20-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1600,dbscan-09-20-cosine,1,1.0,0.0
0,0.05351958137214886,0.19670259113641372,0.06837800643040758,0.10147955878372451,bow-non_binary,chi_k-1600,dbscan-07-20-cosine,1,2.0,319.0
0,0.04419880839413835,0.45143841165089876,0.15215897724335484,0.2276033934838624,bow-non_binary,chi_k-1600,dbscan-05-20-cosine,1,4.0,1261.0
0,0.02528245355356679,0.4961727313871159,0.10271047075240795,0.1701905634795411,bow-non_binary,chi_k-1600,dbscan-03-20-cosine,1,2.0,1350.0
0,0.009785266037480127,0.39847131240208294,0.06718730951893387,0.11498644775577906,bow-non_binary,chi_k-1600,dbscan-01-20-cosine,1,3.0,1402.0
0,0.10353404850717658,0.270831984825444,0.10467180627947013,0.15098901114429936,bow-non_binary,chi_k-1400,kmeans-2-cousine,1,2.0,0.0
0,0.1767039307871464,0.2894460787653471,0.17828027684901543,0.22065263774741814,bow-non_binary,chi_k-1400,kmeans-3-cousine,1,3.0,0.0
0,0.17706004183306528,0.2718578403249221,0.2166780125658693,0.24115166243580277,bow-non_binary,chi_k-1400,kmeans-4-cousine,1,4.0,0.0
0,0.2559959500535492,0.31545603412078344,0.2946844941010805,0.3047166923886539,bow-non_binary,chi_k-1400,kmeans-5-cousine,1,5.0,0.0
0,0.21817882766957572,0.2694110148985249,0.27232475018299457,0.2708600467526734,bow-non_binary,chi_k-1400,kmeans-6-cousine,1,6.0,0.0
0,0.23737388146396432,0.28399527309172473,0.3168526484325504,0.29952555779225704,bow-non_binary,chi_k-1400,kmeans-7-cousine,1,7.0,0.0
0,0.2489540295527538,0.26136290002168017,0.31325431103026613,0.28496555132861234,bow-non_binary,chi_k-1400,kmeans-8-cousine,1,8.0,0.0
0,0.2629208294175241,0.26966468214945977,0.3402982939648535,0.3008918077704365,bow-non_binary,chi_k-1400,kmeans-9-cousine,1,9.0,0.0
0,0.2574016887298632,0.27485214582173173,0.3631334047391161,0.3128848151007717,bow-non_binary,chi_k-1400,kmeans-10-cousine,1,10.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-1-5-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-09-5-cosine,1,1.0,0.0
0,0.025845061103965165,0.2039491359904068,0.042608881535765475,0.07049086995367744,bow-non_binary,chi_k-1400,dbscan-07-5-cosine,1,2.0,121.0
0,0.05933492045851294,0.2686554032076109,0.17983123016393907,0.21544736477793308,bow-non_binary,chi_k-1400,dbscan-05-5-cosine,1,17.0,968.0
0,0.028359918689126018,0.36481607894335283,0.16713969280452498,0.22924931207868443,bow-non_binary,chi_k-1400,dbscan-03-5-cosine,1,14.0,1240.0
0,0.009717417701197458,0.3329833016733107,0.10944307948679907,0.16474025738361506,bow-non_binary,chi_k-1400,dbscan-01-5-cosine,1,11.0,1335.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-1-10-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-09-10-cosine,1,1.0,0.0
0,0.03289460676162895,0.1885860122811036,0.04897660151603982,0.07775888493024877,bow-non_binary,chi_k-1400,dbscan-07-10-cosine,1,2.0,180.0
0,0.05673217517002833,0.36281204884408996,0.2120529570320286,0.2676641194639612,bow-non_binary,chi_k-1400,dbscan-05-10-cosine,1,9.0,1110.0
0,0.022298484086179588,0.41040764077723557,0.1300323675575406,0.19749195607631914,bow-non_binary,chi_k-1400,dbscan-03-10-cosine,1,6.0,1300.0
0,0.007894386098196548,0.34942158305335624,0.0943372469636584,0.1485647966652204,bow-non_binary,chi_k-1400,dbscan-01-10-cosine,1,7.0,1358.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-1-20-cosine,1,1.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1400,dbscan-09-20-cosine,1,1.0,0.0
0,0.04673250071798895,0.18184651078965186,0.06081662342178688,0.09114932767351396,bow-non_binary,chi_k-1400,dbscan-07-20-cosine,1,2.0,294.0
0,0.04419880839413835,0.45143841165089876,0.15215897724335484,0.2276033934838624,bow-non_binary,chi_k-1400,dbscan-05-20-cosine,1,4.0,1261.0
0,0.02528245355356679,0.4961727313871159,0.10271047075240795,0.1701905634795411,bow-non_binary,chi_k-1400,dbscan-03-20-cosine,1,2.0,1350.0
0,0.009785266037480127,0.39847131240208294,0.06718730951893387,0.11498644775577906,bow-non_binary,chi_k-1400,dbscan-01-20-cosine,1,3.0,1402.0
0,0.1260237698730996,0.25907351707121373,0.10580726960750773,0.1502510544248272,bow-non_binary,chi_k-1000,kmeans-2-cousine,1,2.0,0.0
0,0.09967073932923445,0.2881808750544404,0.15779855589171266,0.2039310459799717,bow-non_binary,chi_k-1000,kmeans-3-cousine,1,3.0,0.0
0,0.2679024993257934,0.3471026528783932,0.27290257230383236,0.3055626081091722,bow-non_binary,chi_k-1000,kmeans-4-cousine,1,4.0,0.0
0,0.24998883966142899,0.3403410199346582,0.29206944816639263,0.31436296169853895,bow-non_binary,chi_k-1000,kmeans-5-cousine,1,5.0,0.0
0,0.2178245083930203,0.25671667681686455,0.26648945443866273,0.26151179454287027,bow-non_binary,chi_k-1000,kmeans-6-cousine,1,6.0,0.0
0,0.24777094640526295,0.30026301690194174,0.3343271647048592,0.3163808266064656,bow-non_binary,chi_k-1000,kmeans-7-cousine,1,7.0,0.0
0,0.2689118754159099,0.3123198266380914,0.36992917811450565,0.3386922251912724,bow-non_binary,chi_k-1000,kmeans-8-cousine,1,8.0,0.0
0,0.2553882738169613,0.2801079251417762,0.356225685040075,0.31361422977569176,bow-non_binary,chi_k-1000,kmeans-9-cousine,1,9.0,0.0
0,0.2541261824373683,0.26775946754313024,0.3486816768127351,0.30290911299563206,bow-non_binary,chi_k-1000,kmeans-10-cousine,1,10.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1000,dbscan-1-5-cosine,1,1.0,0.0
0,0.0007833961881087647,0.2990378487187317,0.0025567390523321934,0.005070129086831994,bow-non_binary,chi_k-1000,dbscan-09-5-cosine,1,1.0,3.0
0,0.022258099873827507,0.2869215179413944,0.04023873238033242,0.07057922325984835,bow-non_binary,chi_k-1000,dbscan-07-5-cosine,1,2.0,58.0
0,0.05899744847391649,0.19842019132755742,0.12051935093201487,0.1499561484360644,bow-non_binary,chi_k-1000,dbscan-05-5-cosine,1,14.0,816.0
0,0.029001307544224333,0.342154268270154,0.17373006964288365,0.23044888354491558,bow-non_binary,chi_k-1000,dbscan-03-5-cosine,1,15.0,1212.0
0,0.009717417701197458,0.3329833016733107,0.10944307948679907,0.16474025738361506,bow-non_binary,chi_k-1000,dbscan-01-5-cosine,1,11.0,1335.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1000,dbscan-1-10-cosine,1,1.0,0.0
0,0.0007833961881087647,0.2990378487187317,0.0025567390523321934,0.005070129086831994,bow-non_binary,chi_k-1000,dbscan-09-10-cosine,1,1.0,3.0
0,0.026159709543853292,0.2501293488006139,0.044668163299071,0.07579995176036666,bow-non_binary,chi_k-1000,dbscan-07-10-cosine,1,2.0,91.0
0,0.08755770781049672,0.31990486916757477,0.19569015968660358,0.24283490502632454,bow-non_binary,chi_k-1000,dbscan-05-10-cosine,1,7.0,995.0
0,0.023335136635085903,0.40981990659580875,0.13809107659379094,0.2065754250149746,bow-non_binary,chi_k-1000,dbscan-03-10-cosine,1,6.0,1287.0
0,0.007894386098196548,0.34942158305335624,0.0943372469636584,0.1485647966652204,bow-non_binary,chi_k-1000,dbscan-01-10-cosine,1,7.0,1358.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-1000,dbscan-1-20-cosine,1,1.0,0.0
0,0.0007833961881087647,0.2990378487187317,0.0025567390523321934,0.005070129086831994,bow-non_binary,chi_k-1000,dbscan-09-20-cosine,1,1.0,3.0
0,0.033728575982152086,0.20055744268636438,0.049521481670899745,0.07943013788532255,bow-non_binary,chi_k-1000,dbscan-07-20-cosine,1,2.0,164.0
0,0.06138379261956256,0.4009286382388702,0.21582417586684022,0.280598939965234,bow-non_binary,chi_k-1000,dbscan-05-20-cosine,1,8.0,1148.0
0,0.027241090380124344,0.50209769973824,0.10632573369846658,0.17548931674583307,bow-non_binary,chi_k-1000,dbscan-03-20-cosine,1,2.0,1345.0
0,0.009785266037480127,0.39847131240208294,0.06718730951893387,0.11498644775577906,bow-non_binary,chi_k-1000,dbscan-01-20-cosine,1,3.0,1402.0
0,0.13035007291614015,0.2621600898615041,0.10154851300631086,0.14639173824938076,bow-non_binary,chi_k-800,kmeans-2-cousine,1,2.0,0.0
0,0.1852166206516424,0.2922275191249089,0.181560403291433,0.22396917994270663,bow-non_binary,chi_k-800,kmeans-3-cousine,1,3.0,0.0
0,0.10893108951567465,0.22342093180942563,0.16505858473555404,0.18985579024984547,bow-non_binary,chi_k-800,kmeans-4-cousine,1,4.0,0.0
0,0.16470578175036182,0.21489720521554923,0.21489719881315802,0.21489720201435356,bow-non_binary,chi_k-800,kmeans-6-cousine,1,6.0,0.0
0,0.2515881896199834,0.2939331866908451,0.32236126777919744,0.30749157003374,bow-non_binary,chi_k-800,kmeans-7-cousine,1,7.0,0.0
0,0.2445638120961766,0.2783540311632668,0.3518196558943183,0.31080453364504895,bow-non_binary,chi_k-800,kmeans-9-cousine,1,9.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-800,dbscan-1-5-cosine,1,1.0,0.0
0,0.0008441682603707813,0.19950182065318148,0.003082852144576211,0.006071877078889521,bow-non_binary,chi_k-800,dbscan-09-5-cosine,1,1.0,6.0
0,0.020579106498756262,0.3376974379175457,0.03877434560218262,0.06956163909213854,bow-non_binary,chi_k-800,dbscan-07-5-cosine,1,2.0,39.0
0,0.06224188760410164,0.18854017154147049,0.11437474506012803,0.14237815882807994,bow-non_binary,chi_k-800,dbscan-05-5-cosine,1,12.0,688.0
0,0.03366122008248105,0.33695105052940033,0.18510998943922327,0.2389490907376699,bow-non_binary,chi_k-800,dbscan-03-5-cosine,1,15.0,1182.0
0,0.009841398190185,0.33347146699560737,0.11013070769616064,0.1655783075555091,bow-non_binary,chi_k-800,dbscan-01-5-cosine,1,11.0,1334.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-800,dbscan-1-10-cosine,1,1.0,0.0
0,0.0008441682603707813,0.19950182065318148,0.003082852144576211,0.006071877078889521,bow-non_binary,chi_k-800,dbscan-09-10-cosine,1,1.0,6.0
0,0.022568128890279232,0.3004769139280676,0.042139781682352995,0.07391368672771023,bow-non_binary,chi_k-800,dbscan-07-10-cosine,1,2.0,58.0
0,0.06388594739182414,0.19954160760815917,0.09286025633508357,0.12673985440534008,bow-non_binary,chi_k-800,dbscan-05-10-cosine,1,4.0,885.0
0,0.024114406038150144,0.41007877716648106,0.14432689093092496,0.21350934289075577,bow-non_binary,chi_k-800,dbscan-03-10-cosine,1,6.0,1277.0
0,0.007994245939824745,0.3498630657011593,0.095011897192724,0.14944043339143295,bow-non_binary,chi_k-800,dbscan-01-10-cosine,1,7.0,1357.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-800,dbscan-1-20-cosine,1,1.0,0.0
0,0.0008441682603707813,0.19950182065318148,0.003082852144576211,0.006071877078889521,bow-non_binary,chi_k-800,dbscan-09-20-cosine,1,1.0,6.0
0,0.027096264114523726,0.23519396660966213,0.04398904275372313,0.07411595337554254,bow-non_binary,chi_k-800,dbscan-07-20-cosine,1,2.0,99.0
0,0.06258985750596685,0.36922729352757866,0.2533062808710513,0.30047405109002506,bow-non_binary,chi_k-800,dbscan-05-20-cosine,1,11.0,1065.0
0,0.028475090320174614,0.5057121561653755,0.10851347215794456,0.17868541932313933,bow-non_binary,chi_k-800,dbscan-03-20-cosine,1,2.0,1342.0
0,0.009844874817465795,0.3985468997786256,0.06783783269132904,0.11594100760394008,bow-non_binary,chi_k-800,dbscan-01-20-cosine,1,3.0,1401.0
0,0.11303070445957385,0.21829110363370527,0.08801432268733525,0.12544827472207096,bow-non_binary,chi_k-600,kmeans-2-cousine,1,2.0,0.0
0,0.17293146208262838,0.3038203470551389,0.18498848973356485,0.22996011087398785,bow-non_binary,chi_k-600,kmeans-3-cousine,1,3.0,0.0
0,0.18382768639418973,0.285349349867728,0.22350801074490215,0.2506708971626262,bow-non_binary,chi_k-600,kmeans-4-cousine,1,4.0,0.0
0,0.21597568631414837,0.29294682963050517,0.2976110404930392,0.2952605161530837,bow-non_binary,chi_k-600,kmeans-6-cousine,1,6.0,0.0
0,0.258179555469676,0.30211735591535616,0.35884162555369625,0.32804541928969044,bow-non_binary,chi_k-600,kmeans-8-cousine,1,8.0,0.0
0,0.24206203066526957,0.2681263866326322,0.33922969133221903,0.2995159995111627,bow-non_binary,chi_k-600,kmeans-9-cousine,1,9.0,0.0
0,0.20218880452078652,0.2651302250047575,0.3445796230246494,0.2996785217750772,bow-non_binary,chi_k-600,kmeans-10-cousine,1,10.0,0.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-600,dbscan-1-5-cosine,1,1.0,0.0
0,0.001392786065423453,0.23014470443820048,0.004531878822225256,0.008888725901836956,bow-non_binary,chi_k-600,dbscan-09-5-cosine,1,1.0,8.0
0,0.016381654904583143,0.4257830597091816,0.034934177822841056,0.06457054310150503,bow-non_binary,chi_k-600,dbscan-07-5-cosine,1,2.0,18.0
0,0.06481991449636232,0.1833896250723998,0.10671381325161634,0.13491881595972036,bow-non_binary,chi_k-600,dbscan-05-5-cosine,1,11.0,539.0
0,0.03749638116438234,0.3152052529589748,0.20567400984160775,0.2489234374609015,bow-non_binary,chi_k-600,dbscan-03-5-cosine,1,19.0,1129.0
0,0.011251332881423132,0.33311076645599164,0.11495302977664064,0.17092249888207503,bow-non_binary,chi_k-600,dbscan-01-5-cosine,1,12.0,1328.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-600,dbscan-1-10-cosine,1,1.0,0.0
0,0.001392786065423453,0.23014470443820048,0.004531878822225256,0.008888725901836956,bow-non_binary,chi_k-600,dbscan-09-10-cosine,1,1.0,8.0
0,0.017973309274171897,0.38688301954451193,0.03748453352650281,0.06834702329150068,bow-non_binary,chi_k-600,dbscan-07-10-cosine,1,2.0,27.0
0,0.07620331958899783,0.1908330953112076,0.08914402036712141,0.12152157003208858,bow-non_binary,chi_k-600,dbscan-05-10-cosine,1,3.0,743.0
0,0.026455560918396015,0.4046144656248593,0.1560339077547428,0.22521630028095183,bow-non_binary,chi_k-600,dbscan-03-10-cosine,1,7.0,1260.0
0,0.008073667208996623,0.3500025433383023,0.09568786352619985,0.1502881600543858,bow-non_binary,chi_k-600,dbscan-01-10-cosine,1,7.0,1356.0
0,0.0,1.0,-3.270817334348571e-17,-6.541634668697142e-17,bow-non_binary,chi_k-600,dbscan-1-20-cosine,1,1.0,0.0
0,0.001392786065423453,0.23014470443820048,0.004531878822225256,0.008888725901836956,bow-non_binary,chi_k-600,dbscan-09-20-cosine,1,1.0,8.0
