,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_score,std_test_score,mean_train_score,std_train_score,combination,rank_test_score,repetition,binary,ngram_range,tokens,alpha
152,0.13907036781311036,0.010139489642086122,0.01500098705291748,0.0014220252292312338,0.4691275167785235,0.03321300142727147,0.4741237882177479,0.004013012392863145,bow,709,2,True,unigram_bigram,20,0.9
153,0.11948769092559815,0.02810160633037088,0.014078664779663085,0.0024978228174001678,0.4691275167785235,0.03321300142727147,0.4739746457867263,0.004127771067292486,bow,709,2,True,unigram_bigram,20,1.0
531,0.10814998149871827,0.022949889745089425,0.011934661865234375,0.0031222406135324164,0.46845637583892624,0.028123928643969086,0.4680089485458613,0.003371410754797115,bow,711,2,False,unigram_bigram,10,0.3
537,0.11275973320007324,0.02990724094006439,0.01182572841644287,0.002837991388498189,0.46778523489932883,0.028639715830002514,0.4677852348993289,0.003234190669977847,bow,712,2,False,unigram_bigram,10,0.9
538,0.11094841957092286,0.033824906675939334,0.012458252906799316,0.0034278332566850967,0.46778523489932883,0.028639715830002514,0.4677852348993289,0.003234190669977847,bow,712,2,False,unigram_bigram,10,1.0
535,0.12463538646697998,0.022718585116969156,0.013032650947570801,0.002751515967467517,0.46778523489932883,0.028639715830002514,0.4680089485458613,0.003371410754797115,bow,712,2,False,unigram_bigram,10,0.7
532,0.12963178157806396,0.023416061023452173,0.014534091949462891,0.0020238394938682483,0.46778523489932883,0.028639715830002514,0.4680089485458613,0.003371410754797115,bow,712,2,False,unigram_bigram,10,0.4
533,0.10521211624145507,0.027562970700267718,0.013322043418884277,0.002866877040455988,0.46778523489932883,0.028639715830002514,0.4680089485458613,0.003371410754797115,bow,712,2,False,unigram_bigram,10,0.5
536,0.12952098846435547,0.02067295732013228,0.012275004386901855,0.0027591345476344815,0.46778523489932883,0.028639715830002514,0.4680089485458613,0.003371410754797115,bow,712,2,False,unigram_bigram,10,0.8
534,0.11677811145782471,0.02933335110232796,0.013111519813537597,0.00304238080194699,0.46778523489932883,0.028639715830002514,0.4680089485458613,0.003371410754797115,bow,712,2,False,unigram_bigram,10,0.6
141,0.08840234279632568,0.0222780706031895,0.010256123542785645,0.002552033720373445,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.9
142,0.10323431491851806,0.026582148402983268,0.013909745216369628,0.0027431860392655876,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,1.0
135,0.11526174545288086,0.026060553362415168,0.013466477394104004,0.002893543318942911,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.3
136,0.10507006645202636,0.025958188194041918,0.012047410011291504,0.003214231118526913,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.4
140,0.11235275268554687,0.02798607072474202,0.011681771278381348,0.0029683970750153566,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.8
139,0.11368694305419921,0.02741040140778515,0.011559414863586425,0.0030232901946622925,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.7
138,0.12242791652679444,0.027255790443444953,0.013377499580383301,0.0026173409596905034,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.6
137,0.12013680934906006,0.021899239226974614,0.013091540336608887,0.002650550678217067,0.4671140939597316,0.028975883416003902,0.46711409395973147,0.0032195426017782077,bow,719,2,True,unigram_bigram,10,0.5
543,0.10870857238769531,0.032017854134184405,0.012057805061340332,0.0031960943476816643,0.46375838926174495,0.040873530143852664,0.4677106636838181,0.014175593828133569,bow,727,2,False,unigram_bigram,20,0.4
406,0.04791193008422852,0.011485692912324883,0.007832860946655274,0.001842440257219142,0.4624161073825503,0.04098358292824706,0.4668903803131991,0.014185985559273107,bow,728,2,False,unigram,10,1.0
405,0.03631932735443115,0.0019433336892870968,0.00653688907623291,0.0012669189465646105,0.46174496644295304,0.04035784262650446,0.4662938105891127,0.01417657450554021,bow,729,2,False,unigram,10,0.9
542,0.11295008659362793,0.03338633030467813,0.012088823318481445,0.003214618567430353,0.4583892617449664,0.037852586985781415,0.46428038777032066,0.017100075653465878,bow,730,2,False,unigram_bigram,20,0.3
398,0.05843379497528076,0.01122324220910857,0.009874343872070312,0.0017438647378474046,0.4583892617449664,0.039710905214730245,0.4642058165548099,0.016946708648249223,bow,730,2,False,unigram,10,0.2
404,0.03538117408752441,0.00031434865709549314,0.0060515165328979496,0.00016183811879203746,0.4583892617449664,0.03867658935362124,0.4633855331841909,0.01707078297681041,bow,730,2,False,unigram,10,0.8
399,0.05331401824951172,0.012505683609816097,0.008966541290283203,0.0020597280296362325,0.4577181208053692,0.03979588477952643,0.4635346756152125,0.016808160088151936,bow,733,2,False,unigram,10,0.3
400,0.05418896675109863,0.010618513720240131,0.009119772911071777,0.002058717359294178,0.4577181208053692,0.03979588477952643,0.46346010439970176,0.016705450289705305,bow,733,2,False,unigram,10,0.4
401,0.05167536735534668,0.01236999392464605,0.008191204071044922,0.00206849015579014,0.4577181208053692,0.03979588477952643,0.4633855331841909,0.016900542317076384,bow,733,2,False,unigram,10,0.5
541,0.1226395845413208,0.021569720838599975,0.011943244934082031,0.0029609290731122772,0.4577181208053692,0.03887986136365165,0.464131245339299,0.01730373597650329,bow,733,2,False,unigram_bigram,20,0.2
402,0.04989633560180664,0.013137511311040448,0.007978487014770507,0.0020928167290749466,0.4577181208053692,0.03979588477952643,0.46331096196868005,0.017164505563190935,bow,733,2,False,unigram,10,0.6
403,0.03744685649871826,0.004096061661812867,0.006347799301147461,0.0004914027652844704,0.4577181208053692,0.03979588477952643,0.4633855331841909,0.01707078297681041,bow,733,2,False,unigram,10,0.7
397,0.04895329475402832,0.01240895875952127,0.009192395210266113,0.0021601503745719767,0.4577181208053691,0.03945486834013174,0.4636838180462342,0.017049922010671095,bow,739,2,False,unigram,10,0.1
540,0.10883073806762696,0.02490226008417639,0.01180412769317627,0.002819247205882711,0.45704697986577186,0.038839292070416885,0.4638329604772558,0.017485320206623318,bow,740,2,False,unigram_bigram,20,0.1
396,0.051880049705505374,0.013444312077526896,0.00917973518371582,0.0022435518864335692,0.45637583892617445,0.03947769441571207,0.46346010439970164,0.017587586003088376,bow,741,2,False,unigram,10,0.0
539,0.10419595241546631,0.029983113984174675,0.011598467826843262,0.0029874439478153273,0.4550335570469799,0.03876383645152659,0.46405667412378815,0.017931392683039744,bow,742,2,False,unigram_bigram,20,0.0
134,0.08805263042449951,0.020750385023477962,0.010078907012939453,0.0023072371288153197,0.4550335570469799,0.03087248322147652,0.453392990305742,0.02868424237105075,bow,742,2,True,unigram_bigram,10,0.2
530,0.08976025581359863,0.01839584708493356,0.010109686851501464,0.002201567676900991,0.4503355704697987,0.0386066497134756,0.4498881431767338,0.028346970283877178,bow,744,2,False,unigram_bigram,10,0.2
133,0.07868335247039795,0.004133084057049858,0.009139442443847656,0.000587623265960176,0.44630872483221473,0.04139911547192252,0.4441461595824013,0.03276079084420016,bow,745,2,True,unigram_bigram,10,0.1
529,0.08467304706573486,0.00963057509085796,0.011731171607971191,0.00292903380053714,0.4322147651006712,0.048322147651006724,0.43497390007457126,0.027681996330657283,bow,746,2,False,unigram_bigram,10,0.1
278,0.09933366775512695,0.015110896984812704,0.011474275588989257,0.00253402514274438,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.3
277,0.0779926061630249,0.016967741658616694,0.01010439395904541,0.002521849958093018,0.37315436241610733,0.026879173683893674,0.3856077554064131,0.011163039473614295,bow,747,2,True,bigram,20,0.2
276,0.08185343742370606,0.019860765904785506,0.009703230857849122,0.002434765468292376,0.37315436241610733,0.026879173683893674,0.3856077554064131,0.011163039473614295,bow,747,2,True,bigram,20,0.1
275,0.0850367784500122,0.022159247353004848,0.010374164581298828,0.002386193808388145,0.37315436241610733,0.026879173683893674,0.3857568978374347,0.011050890563189664,bow,747,2,True,bigram,20,0.0
280,0.10146749019622803,0.01562506590703121,0.011662864685058593,0.002122695764778186,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.5
281,0.10826175212860108,0.01078421086437423,0.011645650863647461,0.0020131927968187577,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.6
283,0.09069476127624512,0.022916235992432418,0.009207487106323242,0.0023624580649508854,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.8
284,0.08261754512786865,0.022124060828183387,0.008630013465881348,0.0021096050844963458,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.9
285,0.07489137649536133,0.0206868501232498,0.00897684097290039,0.0022538445398214905,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,1.0
279,0.10717787742614746,0.009632306366762775,0.01253199577331543,0.0016265923943536863,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.4
282,0.1024240255355835,0.017971835472021816,0.01131610870361328,0.0021581090068807625,0.37315436241610733,0.026879173683893674,0.3849366144668158,0.011671288618352786,bow,747,2,True,bigram,20,0.7
680,0.10969231128692628,0.006643500367723873,0.011295962333679199,0.0021546130662044457,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.9
681,0.09181852340698242,0.02304763749047974,0.01090843677520752,0.002184963866955679,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,1.0
678,0.08280267715454101,0.012772614049947176,0.009682369232177735,0.002498847675016865,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.7
677,0.07035214900970459,0.006735514624673673,0.00982351303100586,0.0026864035123871145,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.6
676,0.06374888420104981,0.0016639976085840477,0.009614515304565429,0.0025311534821753764,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.5
675,0.07189810276031494,0.018900862372170864,0.007942271232604981,0.0010877061177914668,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.4
679,0.09839200973510742,0.01976846408377781,0.010553717613220215,0.0024136769512163683,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.8
673,0.07167513370513916,0.015562059006619751,0.008788037300109863,0.0018615624089998737,0.3718120805369128,0.02704623044242938,0.3856077554064131,0.011163039473614295,bow,758,2,False,bigram,20,0.2
674,0.07689206600189209,0.019342119433546835,0.009367632865905761,0.0020481678326870318,0.3718120805369128,0.02704623044242938,0.3849366144668158,0.011671288618352786,bow,758,2,False,bigram,20,0.3
671,0.0871960163116455,0.022719908714102267,0.008684372901916504,0.002224519429015719,0.3718120805369128,0.02704623044242938,0.3857568978374347,0.011050890563189664,bow,758,2,False,bigram,20,0.0
672,0.066314697265625,0.010287849643039554,0.008076691627502441,0.00150054986100162,0.3718120805369128,0.02704623044242938,0.3856077554064131,0.011163039473614295,bow,758,2,False,bigram,20,0.1
528,0.08654043674468995,0.020605658889178206,0.008882999420166016,0.00019848955992777907,0.2805369127516778,0.05442452330929742,0.28926174496644297,0.061269636632916895,bow,769,2,False,unigram_bigram,10,0.0
132,0.10085020065307618,0.017036792715372204,0.010871624946594239,0.0024310766017883495,0.27181208053691275,0.03541818738780876,0.27576435495898577,0.030704511218392884,bow,770,2,True,unigram_bigram,10,0.0
670,0.09590299129486084,0.02290202557114413,0.010048818588256837,0.0023709369872748852,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,1.0
669,0.10293281078338623,0.014994382707111004,0.010462737083435059,0.0022245603877397,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.9
668,0.10151371955871583,0.016983573565941774,0.011797571182250976,0.002011232993949874,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.8
667,0.10923564434051514,0.005773333037300973,0.01215658187866211,0.0015805514755750272,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.7
664,0.10166003704071044,0.019372788357251598,0.011872005462646485,0.002123681506473569,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.4
265,0.06379044055938721,0.0037702392023290323,0.008182907104492187,0.0018335885258428978,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.1
663,0.07497532367706299,0.016919899627434128,0.00892016887664795,0.001993512453326665,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.3
662,0.0908057689666748,0.022813235146983038,0.010306954383850098,0.00272296582498222,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.2
661,0.10635650157928467,0.012178279311040652,0.010480570793151855,0.002524751376714017,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.1
660,0.10702033042907715,0.013169986431725077,0.010928153991699219,0.0020639453370710223,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.0
665,0.08741722106933594,0.020970308940351873,0.01143496036529541,0.002369617950456986,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.5
274,0.08532674312591552,0.021398450919211637,0.009882020950317382,0.0023879771123867808,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,1.0
273,0.09573848247528076,0.0206692775363105,0.011127471923828125,0.0023317841317666223,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.9
272,0.10254814624786376,0.01637012855292554,0.01165621280670166,0.0019639074094626413,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.8
271,0.09416601657867432,0.021004174790312285,0.00966174602508545,0.002583078160766444,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.7
270,0.0841557264328003,0.02048988378761971,0.010281014442443847,0.0024352737190690807,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.6
269,0.0832416296005249,0.0187024094676009,0.010135912895202636,0.00235713007211717,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.5
268,0.07758486270904541,0.018849038431324176,0.00902099609375,0.002203736435502232,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.4
267,0.08145020008087159,0.02211611607141546,0.009149622917175294,0.002396579759909183,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.3
266,0.07058916091918946,0.01051581599493679,0.008228516578674317,0.0016744448331848833,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.2
264,0.09760851860046386,0.022006444180660643,0.01014258861541748,0.002501963390971125,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,True,bigram,10,0.0
666,0.09814624786376953,0.017196386461991217,0.01140158176422119,0.0023788261683546424,0.2295302013422819,0.002684563758389258,0.2295302013422819,0.0002982848620432521,bow,771,2,False,bigram,10,0.6
474,0.05080809593200684,0.01363348265762903,0.009698033332824707,0.0023217396835457835,0.7577181208053692,0.019555439307830148,0.8945563012677106,0.004018551405013406,tf-idf,1,2,False,unigram,800,0.1
520,0.043477869033813475,0.011776498310869694,0.0075699806213378905,0.0013389382087391358,0.7557046979865772,0.027377285979021646,0.8782252050708426,0.004462450201454788,tf-idf,2,2,False,unigram,1600,0.3
507,0.041022753715515135,0.008801152870537511,0.007829403877258301,0.0016812001009494947,0.7557046979865772,0.01729409225063775,0.9243847874720359,0.005179345370375953,tf-idf,2,2,False,unigram,1400,0.1
496,0.06034269332885742,0.011413761447017733,0.010724067687988281,0.0023113426776465193,0.7550335570469799,0.019965737960595333,0.9186428038777033,0.00469798657718122,tf-idf,4,2,False,unigram,1200,0.1
509,0.057144761085510254,0.01381950853091874,0.010542798042297363,0.002290959303251658,0.7550335570469799,0.023103240910145633,0.8732289336316181,0.003945937824108257,tf-idf,4,2,False,unigram,1400,0.3
112,0.054988980293273926,0.011787384771207,0.010691165924072266,0.0023364828191664378,0.7543624161073825,0.024235530315795673,0.8938105891126027,0.004742166471464463,tf-idf,6,2,True,unigram,1400,0.2
497,0.04091413021087646,0.005583023477200004,0.007877588272094727,0.0015627476292364546,0.7543624161073825,0.02567936438887112,0.8879940343027591,0.00578395806999712,tf-idf,6,2,False,unigram,1200,0.2
518,0.05347847938537598,0.013708050141880182,0.009736251831054688,0.002650455255906093,0.7536912751677852,0.0218610704361105,0.9290827740492169,0.003629558098027748,tf-idf,8,2,False,unigram,1600,0.1
650,0.13413629531860352,0.022553627738758335,0.01475830078125,0.003463521795738195,0.7536912751677852,0.01589626749305637,0.8624161073825503,0.004915482027644145,tf-idf,8,2,False,unigram_bigram,1600,0.1
521,0.04572517871856689,0.010834677648982254,0.009177541732788086,0.0021527864598668454,0.7530201342281879,0.019863957834830533,0.8595824011931394,0.004609562851760076,tf-idf,10,2,False,unigram,1600,0.4
508,0.05288825035095215,0.0135683152489821,0.010085558891296387,0.0024030337588570217,0.7530201342281879,0.02416107382550335,0.895227442207308,0.005158366474428434,tf-idf,10,2,False,unigram,1400,0.2
498,0.05075891017913818,0.013156094086556833,0.009990167617797852,0.002492163140339066,0.7523489932885907,0.020675062819797807,0.8668158090976883,0.004513869038157062,tf-idf,12,2,False,unigram,1200,0.3
519,0.04496819972991943,0.01019220384902339,0.008439421653747559,0.0018456571092131445,0.7516778523489933,0.024383761241053622,0.8996271439224459,0.004073527303131287,tf-idf,13,2,False,unigram,1600,0.2
485,0.050282073020935056,0.013579616437060611,0.009179234504699707,0.0023301497157963147,0.7516778523489933,0.016163214199721197,0.9090231170768084,0.0039034309704108587,tf-idf,13,2,False,unigram,1000,0.1
111,0.042213726043701175,0.008934994401695198,0.008122992515563966,0.0022781420921965485,0.7510067114093961,0.021737093611680046,0.923489932885906,0.005348373177342614,tf-idf,15,2,True,unigram,1400,0.1
639,0.11214630603790283,0.027686886444223187,0.014561653137207031,0.0036346723400261485,0.751006711409396,0.016009208646814172,0.8504101416853095,0.005582391430935987,tf-idf,16,2,False,unigram_bigram,1400,0.1
114,0.05386707782745361,0.013655972962378839,0.011136603355407716,0.0020707285965545896,0.751006711409396,0.01836769420591142,0.8565249813571961,0.004363531346257346,tf-idf,16,2,True,unigram,1400,0.4
510,0.05682308673858642,0.013724597726952397,0.010784149169921875,0.0023468853714083697,0.7496644295302013,0.017769399053521796,0.8562266964951529,0.00517504894046158,tf-idf,18,2,False,unigram,1400,0.4
649,0.13135032653808593,0.02240864791547176,0.014715242385864257,0.0031346991657838874,0.7489932885906041,0.02786649596245194,0.9244593586875464,0.0043997017151379434,tf-idf,19,2,False,unigram_bigram,1600,0.0
89,0.05806469917297363,0.012923833341469553,0.010386109352111816,0.0023361662123341158,0.7489932885906041,0.017294092250637744,0.9074571215510814,0.005474258658384159,tf-idf,19,2,True,unigram,1000,0.1
113,0.051044678688049315,0.013596761035989884,0.009376311302185058,0.002617892142359971,0.7483221476510067,0.020190079136229958,0.8736017897091722,0.0038496374344937512,tf-idf,21,2,True,unigram,1400,0.3
486,0.04737401008605957,0.013970854784539695,0.009064173698425293,0.0021498979662817525,0.7483221476510067,0.02929282260777879,0.8790454884414617,0.006083841328671485,tf-idf,21,2,False,unigram,1000,0.2
123,0.05061182975769043,0.01331642385806375,0.010085701942443848,0.0024901515613555544,0.7483221476510067,0.01996573796059532,0.896868008948546,0.004763810963067682,tf-idf,21,2,True,unigram,1600,0.2
100,0.06329476833343506,0.00929033726336381,0.010453748703002929,0.002235338644461967,0.7476510067114094,0.0190301300386011,0.918717375093214,0.004786519473790084,tf-idf,24,2,True,unigram,1200,0.1
254,0.13212852478027343,0.026604597064687582,0.017094135284423828,0.0020683572381403697,0.7476510067114094,0.01703164770530136,0.8559284116331096,0.0059917403211336775,tf-idf,24,2,True,unigram_bigram,1600,0.1
475,0.04823722839355469,0.01177622420617918,0.008395862579345704,0.002177898317539591,0.7476510067114094,0.020178921313252225,0.8675615212527965,0.0041142771734925445,tf-idf,24,2,False,unigram,800,0.2
499,0.05375704765319824,0.012191685440922782,0.009849786758422852,0.0025341705450181787,0.7476510067114094,0.016765095297713833,0.8498881431767339,0.00525237633197325,tf-idf,24,2,False,unigram,1200,0.4
122,0.046387767791748045,0.01195164881163924,0.009419465065002441,0.0024731217210461317,0.7469798657718121,0.01875595786910351,0.9272930648769574,0.004046819851220006,tf-idf,28,2,True,unigram,1600,0.1
125,0.06213529109954834,0.009001787815786286,0.011250472068786621,0.001768591280700738,0.7469798657718121,0.02144502725996036,0.8594332587621178,0.004847129008202813,tf-idf,28,2,True,unigram,1600,0.4
102,0.06714084148406982,0.00297742024023703,0.012441515922546387,0.0002517572459769965,0.7463087248322148,0.01869582319085116,0.8681580909768829,0.004054370535143378,tf-idf,30,2,True,unigram,1200,0.3
103,0.057646989822387695,0.012345428589204203,0.009527587890625,0.0022107624574109973,0.7456375838926175,0.014534501897790413,0.8516778523489933,0.003779664697233169,tf-idf,31,2,True,unigram,1200,0.4
476,0.05182039737701416,0.013504705991387615,0.00860610008239746,0.002059329921540785,0.7456375838926175,0.016009208646814183,0.8486950037285608,0.004302571733557543,tf-idf,31,2,False,unigram,800,0.3
115,0.056717658042907716,0.012027371575519811,0.010797333717346192,0.002278685289872352,0.7456375838926175,0.019323731609245613,0.8416107382550336,0.0038344400095995193,tf-idf,31,2,True,unigram,1400,0.5
487,0.05068020820617676,0.011824971962949153,0.008470511436462403,0.002012065929762309,0.7456375838926175,0.020891788478219313,0.8589858314690529,0.004366716173589077,tf-idf,31,2,False,unigram,1000,0.3
124,0.051985669136047366,0.013500144435860263,0.01011810302734375,0.0025033425307435016,0.7449664429530202,0.02185076590080498,0.8782252050708426,0.003401788136601642,tf-idf,35,2,True,unigram,1600,0.3
463,0.04975340366363525,0.012986157893466476,0.00869300365447998,0.0021475215666223327,0.7449664429530202,0.021850765900804977,0.8443698732289336,0.003216950724850565,tf-idf,35,2,False,unigram,400,0.1
101,0.06343724727630615,0.01038448141505094,0.012263607978820801,0.001649363653090016,0.7449664429530201,0.02225922678090873,0.8902311707680836,0.005164292227645285,tf-idf,37,2,True,unigram,1200,0.2
253,0.12113702297210693,0.02704372146576806,0.015529108047485352,0.0031045676587762487,0.7449664429530201,0.02894477671523198,0.9234153616703953,0.005449824426724363,tf-idf,37,2,True,unigram_bigram,1600,0.0
488,0.05738661289215088,0.012462477566966904,0.010492849349975585,0.0021639332513129095,0.7442953020134229,0.017616650669002275,0.8435495898583147,0.004807385969063742,tf-idf,39,2,False,unigram,1000,0.4
242,0.10686757564544677,0.025586749197455023,0.013092565536499023,0.003240861927554887,0.7442953020134229,0.03348314008930581,0.9065622669649516,0.005047209920661509,tf-idf,39,2,True,unigram_bigram,1400,0.0
522,0.0464158296585083,0.012002763776566113,0.008261656761169434,0.0015729224841004692,0.7442953020134229,0.01761665066900227,0.843773303504847,0.004812588456454143,tf-idf,39,2,False,unigram,1600,0.5
628,0.10906150341033935,0.026759587919989367,0.015038824081420899,0.0031151535118533664,0.7442953020134229,0.016288135704042406,0.8351976137211038,0.006309976376228541,tf-idf,39,2,False,unigram_bigram,1200,0.1
477,0.04938912391662598,0.011436196100879882,0.008658003807067872,0.0020051062916370964,0.7436241610738256,0.014947018423704769,0.8355704697986578,0.004155296559509326,tf-idf,43,2,False,unigram,800,0.4
67,0.05309586524963379,0.012024098422538244,0.009228920936584473,0.002168484601947597,0.7436241610738256,0.014642566596826483,0.8340790454884415,0.005400624327665904,tf-idf,43,2,True,unigram,400,0.1
500,0.05074622631072998,0.014602072461415197,0.009609580039978027,0.002301213085352972,0.7436241610738256,0.01266306192222365,0.8351230425055929,0.004929038887296254,tf-idf,43,2,False,unigram,1200,0.5
511,0.05177297592163086,0.013736046017551216,0.010059928894042969,0.002487234940282015,0.7436241610738256,0.013688642989510834,0.8410141685309471,0.004594458404399509,tf-idf,43,2,False,unigram,1400,0.5
638,0.11178982257843018,0.03306416213919287,0.013604068756103515,0.003388864245905953,0.7436241610738255,0.028442443087808172,0.9156599552572707,0.004442467116661143,tf-idf,47,2,False,unigram_bigram,1400,0.0
126,0.05894341468811035,0.011027709758643667,0.010924911499023438,0.0024643055522338662,0.7429530201342283,0.022670262757120196,0.8457867263236392,0.004307092939058493,tf-idf,48,2,True,unigram,1600,0.5
104,0.05217769145965576,0.014450711361455188,0.008884954452514648,0.0022545195415074855,0.7429530201342283,0.014719269932524384,0.8381804623415361,0.0038891587801358103,tf-idf,48,2,True,unigram,1200,0.5
78,0.05283386707305908,0.012877471297547068,0.009703469276428223,0.0025302791325021996,0.7429530201342283,0.01409395973154363,0.8919463087248323,0.005504648928847321,tf-idf,48,2,True,unigram,800,0.1
90,0.05134317874908447,0.011345836769639664,0.009715580940246582,0.0023440089119285525,0.7429530201342283,0.01377066075750552,0.8784489187173751,0.005909504177825179,tf-idf,48,2,True,unigram,1000,0.2
243,0.11153905391693116,0.027591003996072345,0.014620804786682129,0.003091018535361956,0.7429530201342281,0.014719269932524348,0.839000745712155,0.006251985956367833,tf-idf,52,2,True,unigram_bigram,1400,0.1
91,0.04533066749572754,0.011929272377015621,0.00829014778137207,0.002008204512786785,0.7422818791946308,0.015067076725264196,0.8574198359433259,0.004818939424728842,tf-idf,53,2,True,unigram,1000,0.3
523,0.051133227348327634,0.013025277277409725,0.009427380561828614,0.0024834174252747277,0.7409395973154363,0.0156535621338129,0.8316927665920953,0.004125749796755575,tf-idf,54,2,False,unigram,1600,0.6
92,0.04771280288696289,0.012946818153373328,0.008676481246948243,0.0018551756083810304,0.7409395973154362,0.01208053691275169,0.8426547352721849,0.005737623881184583,tf-idf,55,2,True,unigram,1000,0.4
464,0.05965921878814697,0.011716009366388641,0.010539627075195313,0.002363165970254437,0.7409395973154361,0.018791946308724848,0.8262490678598061,0.003284521334160364,tf-idf,56,2,False,unigram,400,0.2
478,0.04121510982513428,0.008792792044991917,0.007562327384948731,0.0015273570078400513,0.740268456375839,0.01531907679263535,0.8214019388516032,0.004005383744070333,tf-idf,57,2,False,unigram,800,0.5
116,0.05783112049102783,0.012841833399369994,0.011508440971374512,0.0020325141622829445,0.7402684563758389,0.018514247280716423,0.8313944817300521,0.004063275980857653,tf-idf,58,2,True,unigram,1400,0.6
512,0.05947260856628418,0.013301061775935163,0.011522507667541504,0.002124250492111234,0.7389261744966443,0.012173394058534955,0.8291573452647277,0.003408320621036973,tf-idf,59,2,False,unigram,1400,0.6
489,0.0482485294342041,0.011303129006730655,0.008664417266845702,0.002205147659143717,0.7389261744966443,0.015436241610738269,0.829008202833706,0.004716887278409674,tf-idf,59,2,False,unigram,1000,0.5
